2048 22665
1 1393 15
1176 1497 16
1990 1226 11
428 390 16
211 52 -4
1207 1204 -6
1446 1412 18
452 1033 3
1514 213 3
1492 1110 11
535 303 -3
2029 1265 7
848 1126 8
739 981 -7
962 1408 11
1518 348 -1
759 832 -8
1650 1139 17
1750 1183 -9
1917 403 -5
1349 1893 -6
1001 1513 -3
944 285 19
1571 1393 10
221 1303 16
1285 1522 12
718 565 15
1870 534 20
1455 440 -4
1937 1819 3
502 1095 -5
183 1229 18
1858 1252 7
1895 713 5
1697 401 -10
1782 1850 -8
575 1996 13
166 650 -4
429 1839 5
610 199 15
321 1749 5
1589 1184 12
67 597 0
1582 335 -10
1244 369 16
119 1995 18
1541 458 -1
1472 268 13
747 1084 18
79 598 17
1147 1959 16
1108 446 9
285 345 -8
599 100 16
959 1873 12
722 1308 -8
1729 782 0
1627 1403 -5
103 948 5
2027 1151 -10
465 1182 6
1819 1360 9
691 449 4
1658 1484 11
829 1382 -8
1602 2004 10
759 809 3
1560 417 7
1657 571 0
160 1152 15
1866 1370 4
512 1731 10
73 258 16
1711 220 -10
1647 186 -8
549 1735 0
203 656 13
1349 1621 -1
1027 1058 -4
658 0 -8
1221 1731 11
661 832 -8
487 157 3
1281 168 -6
559 1761 -2
875 809 4
752 353 4
189 1873 14
1027 559 6
1192 609 10
717 1037 5
1212 1164 -1
323 213 13
1275 198 3
1847 1317 14
2039 475 9
844 241 9
736 2004 10
1631 1226 14
1036 468 -10
1881 505 13
734 2027 12
1684 1981 12
1559 1430 6
1882 597 -5
508 226 16
819 150 -10
461 881 -5
1526 828 20
132 461 18
724 1344 4
729 720 8
477 1742 -5
251 1034 -2
690 1207 20
123 361 -5
1107 1138 18
1887 1425 -9
858 261 -6
1885 1448 12
1785 1906 -2
1186 1661 2
662 378 0
1464 599 17
1246 980 3
615 1493 -9
1691 299 18
1447 1938 -6
709 1402 9
763 415 13
1650 1452 9
458 1258 11
695 1405 9
406 1574 -6
931 528 5
31 216 17
1740 453 0
1746 138 -2
296 545 11
1820 355 18
1845 748 19
1387 137 5
912 476 6
272 532 11
1933 1109 2
825 1420 -8
1650 1327 9
442 794 13
1889 647 18
618 757 19
789 1013 -3
554 1465 19
508 974 3
1795 1958 -1
1116 1586 4
1752 504 -4
375 1812 12
1176 1236 19
1014 1162 20
1026 394 8
257 1276 12
74 14 19
1222 263 9
1098 1020 1
619 1855 -4
769 1160 5
1680 1036 4
1423 31 0
758 587 0
2027 1964 -8
1765 403 5
10 1719 -4
864 1305 8
820 1250 -4
848 686 0
941 613 19
1836 847 7
1286 1182 16
193 1852 1
1975 210 2
1840 1430 15
1220 683 12
1081 1002 7
155 285 8
868 1084 -7
130 1974 -10
182 108 0
19 901 2
2025 12 3
1222 541 19
1633 508 8
895 1626 5
344 1389 8
133 504 20
1781 1556 -4
1155 1056 1
1100 1465 -2
344 1128 4
882 359 9
2015 1797 4
1074 735 0
1022 543 16
1795 1828 13
1680 1413 4
1358 315 8
1302 1328 5
811 1134 -7
1320 1114 11
1553 948 -9
1564 536 15
310 1046 -4
1386 425 -4
922 1559 14
676 11 -3
1247 1690 5
1577 1387 11
1417 435 7
470 1155 -10
1085 610 -5
1378 792 -10
1291 53 -7
42 1542 20
243 57 13
151 154 -1
801 197 -1
1380 567 2
1687 9 13
1901 1648 4
563 865 4
721 799 -8
610 474 5
1160 1313 18
1750 1656 11
1474 1980 -10
24 1805 13
166 995 4
985 713 -2
585 970 -10
58 2004 7
1018 1164 6
1429 382 -2
562 721 17
874 244 17
458 184 15
117 131 13
1092 623 8
1822 1470 8
588 1083 4
1731 300 -3
1977 2022 8
1928 587 -5
1724 201 -7
436 1287 17
2042 1256 5
708 503 16
961 1763 8
438 1277 13
1183 1953 7
323 1567 7
1537 4 -7
504 1711 17
422 517 9
1910 286 18
1282 1547 -1
827 1039 18
1009 1115 10
1214 388 9
67 1003 11
471 316 8
1541 1802 11
916 408 15
667 914 19
784 1186 17
257 1954 12
1780 1808 -4
2000 1302 -1
1434 1362 -6
1500 1325 -4
270 1807 -10
123 805 20
361 926 12
738 1975 15
1839 607 4
26 174 3
701 2041 5
368 1819 -9
1772 1519 12
374 972 18
1133 1037 -1
2030 1295 7
145 911 16
1335 498 -5
1395 540 1
1037 1650 8
712 1769 -3
1732 348 1
1464 1691 7
322 2004 11
909 706 3
864 948 19
1569 11 -4
1922 326 17
593 626 2
1922 1540 7
2010 283 12
1599 1379 19
1900 929 14
1652 475 1
1760 251 -4
1954 1950 14
1224 1091 -6
46 962 7
980 1538 8
9 1486 5
971 214 -10
372 737 -7
254 1667 4
1475 246 6
1156 1753 6
557 1517 14
1695 1004 -2
1289 345 0
537 1935 12
1542 340 -7
636 1055 4
1088 446 16
112 1781 -10
839 683 15
1703 1301 5
1133 1535 17
1820 768 -9
1012 1367 13
911 1711 1
504 215 -10
1417 1819 -6
1319 1146 19
330 1759 13
421 1260 12
1131 2015 -3
173 1568 -4
1057 1015 11
1487 1306 0
99 788 20
1246 938 1
92 336 16
2022 2 -6
498 2024 14
1729 889 15
335 543 17
554 723 -7
1699 878 17
607 2014 18
1956 1682 -5
1449 1879 4
1908 1369 -5
1383 1857 17
746 1842 0
118 320 6
132 248 5
2 401 1
606 628 10
42 1715 12
1538 1652 3
2040 1771 -9
249 160 -9
1183 21 19
597 73 3
516 909 14
185 486 -8
1771 789 -5
391 258 20
1395 1276 6
307 702 -7
155 1273 -8
1527 1337 13
1539 1139 11
1369 639 5
1841 45 -1
575 1485 6
2041 655 17
1159 66 6
2015 264 -4
1121 1636 16
644 56 17
724 505 14
1924 1504 5
1593 1059 -6
1105 210 18
1175 458 11
742 1617 -10
1822 172 -8
1646 420 16
311 1457 -6
817 1481 6
730 1368 -2
356 648 0
310 1365 16
688 1368 14
460 693 20
142 980 10
896 553 -10
1482 181 -6
1626 66 2
1983 1415 10
1519 1478 10
1086 659 6
925 105 -5
1812 951 16
1314 648 13
1698 1061 -9
327 1213 20
278 1082 20
1920 615 15
1049 1006 10
215 1652 15
1811 402 3
1927 23 18
1107 1998 9
0 1831 2
1981 1822 0
345 1633 -7
458 1609 19
1110 1480 11
1027 638 -8
1928 451 -3
58 794 -3
1081 995 0
1583 1607 10
800 70 20
865 759 16
262 1816 18
1856 487 0
756 928 17
504 677 -2
1660 727 14
1673 730 1
1582 394 -10
241 1343 7
876 1630 2
1930 781 -6
1553 1634 16
753 1475 -1
1956 752 14
525 146 4
784 1540 16
16 2013 2
796 1623 10
133 645 -4
276 1764 8
463 1015 17
609 1435 12
162 1853 11
1801 879 9
1881 640 1
1090 1027 10
568 1975 15
1449 1443 0
1534 635 15
1209 588 -7
81 1086 8
397 237 2
492 1867 17
284 552 14
144 1631 5
1136 1602 2
814 445 18
388 506 -1
1224 1036 19
453 1664 13
746 87 -4
892 1231 16
732 14 18
636 1798 2
1238 735 17
493 670 5
1753 943 -5
1040 1169 1
252 1325 11
1608 1219 8
849 1448 -10
1748 89 18
430 1332 -7
1781 697 13
1017 584 -9
1918 875 -7
459 78 5
1788 791 10
1670 229 -9
2036 1097 -8
1843 967 16
754 1229 -6
1475 647 -4
854 703 10
1415 1196 13
1829 1183 5
758 1491 19
331 1544 -3
1317 725 0
778 737 -9
373 1077 -2
1167 289 16
611 817 19
1509 1396 5
131 1104 9
188 363 -8
266 1360 -3
186 512 5
1904 1450 3
856 903 12
21 53 -4
372 1138 -3
2032 403 9
1055 621 -2
426 605 14
852 1464 20
698 1366 -10
146 1230 18
856 266 14
155 1723 17
612 418 10
1727 1196 -6
658 725 11
378 925 14
125 826 -5
850 1335 20
363 370 10
1081 820 3
235 219 3
1756 745 -1
1940 1733 5
678 1733 19
1927 621 12
1634 484 -5
914 293 1
192 1541 11
1015 1389 9
809 1674 7
67 752 11
164 844 -4
1994 666 -4
1472 1118 -10
659 335 13
1975 1051 12
729 222 14
77 1817 -7
889 1609 1
276 464 18
476 383 13
1051 528 -6
568 525 -7
312 1703 14
842 389 5
1636 453 3
724 1916 6
1771 756 2
1654 1134 10
91 970 -3
1233 2037 -5
1393 1694 0
231 1040 15
1660 222 10
1586 613 -7
1009 735 -10
1527 461 -3
792 1345 -7
1713 397 3
1572 58 -5
1199 1277 3
27 859 20
1850 1429 -2
578 1212 15
2016 663 16
1055 1165 19
430 1233 4
41 1654 4
1157 546 1
1718 1109 -7
1237 2002 20
1487 1593 17
600 987 19
2034 424 7
163 1200 7
1257 1683 1
690 1063 9
1849 651 20
1711 1429 2
1500 778 -7
423 59 -1
1351 1523 19
752 1677 -9
996 919 2
1377 8 17
1412 2014 5
185 1676 12
1666 101 20
1981 364 -2
647 946 12
2038 1984 1
1066 459 -10
1571 151 4
489 213 0
1704 792 17
556 134 6
938 442 1
846 1420 15
670 788 15
1507 570 -1
363 2038 -3
1713 1048 -10
1909 462 5
796 1579 -6
293 1411 16
1519 1550 8
1233 1608 3
969 1591 19
1554 287 -9
1431 503 -9
220 1272 20
1254 23 -7
7 1209 1
239 1832 1
767 1937 0
1194 726 -6
1234 350 9
1353 994 -3
736 19 10
1521 1169 9
976 1123 14
136 429 12
1947 789 12
1257 1136 14
1996 467 -2
1772 1008 20
836 1361 -6
251 1252 1
799 26 -3
1061 1237 13
1691 112 3
2044 545 6
516 242 1
919 1115 13
273 790 11
1684 222 15
1852 910 -5
1002 1468 -2
251 48 4
493 331 -2
1762 1029 13
469 1792 19
20 381 15
1695 595 1
911 1025 8
1579 1761 -2
56 346 1
219 275 8
433 167 16
806 1250 1
1119 2002 -9
471 154 5
1320 456 -2
1266 1962 7
471 1765 -4
1657 1505 5
1314 1609 4
381 1445 -2
1477 535 4
838 1036 -1
568 463 4
892 989 1
734 1340 1
396 1250 15
712 1967 7
1216 1813 4
865 1666 -10
461 394 -8
404 1812 -3
955 807 0
855 1983 6
1903 1928 4
667 1138 15
77 1183 -5
1806 763 -2
418 1526 14
567 1066 -1
979 151 -4
466 1600 15
1424 1798 -7
631 637 8
113 1749 7
238 673 11
1483 439 -6
702 1205 17
927 546 -3
1762 648 20
754 2006 3
1436 1938 5
2033 748 18
741 836 -9
421 1080 -2
236 1778 9
555 31 -10
157 1489 15
427 1333 -1
1070 708 16
1412 575 3
1052 746 13
610 1895 15
294 1326 14
825 1225 -7
1566 1612 16
102 1188 -5
693 1532 0
341 460 3
1153 1356 0
132 824 -2
1526 1868 -3
1215 962 0
773 1179 6
992 359 4
412 1911 14
644 435 10
68 343 0
357 290 -10
1930 1090 -9
1125 397 3
756 342 -1
109 8 1
1203 837 -8
1187 1213 8
859 1710 18
177 1951 20
820 922 15
1290 785 9
1297 648 2
882 466 2
687 1225 -3
1339 2001 20
1276 805 18
488 1454 20
745 1779 -4
1085 1306 10
1929 304 18
1258 88 -3
1191 61 3
326 382 7
807 70 19
479 1618 4
1221 895 15
1990 985 4
777 1731 11
228 238 16
1431 1070 3
693 374 9
1564 206 0
61 1042 4
643 901 20
797 610 7
1605 678 16
257 45 7
479 762 16
1514 14 -4
990 1582 13
257 1145 -5
263 2015 8
1264 555 18
371 1975 18
1528 1394 -9
1730 1111 12
1852 1474 13
953 1548 3
1529 917 -1
2006 379 0
1183 658 10
462 451 6
276 1629 -6
489 1741 -1
120 685 6
439 1986 13
74 1914 -7
155 732 18
1985 85 -9
1302 783 17
1459 595 17
224 312 8
1629 1556 12
555 476 -10
492 959 11
1698 408 -2
1951 1305 7
1293 466 7
710 1534 4
151 1098 2
1565 1498 17
1320 1948 -5
1837 1277 3
1630 2010 -6
1718 1766 -5
761 1463 4
1110 1739 7
1248 1029 2
737 1546 4
521 1656 14
44 1109 7
1253 1503 10
1591 1960 3
807 1373 11
1275 1641 9
2037 323 -7
835 83 5
745 920 -6
605 746 11
1905 891 19
905 1197 -2
100 984 11
1893 1615 8
496 815 0
1747 901 -7
42 346 -2
522 1377 17
734 403 -7
1475 1580 -5
1924 1584 8
2005 820 -7
83 203 6
917 791 14
1008 1232 3
973 1893 -3
817 930 -6
820 1722 0
733 223 3
1442 150 8
1408 619 -1
896 1698 -10
1445 830 5
1561 1831 -2
781 310 20
1757 724 20
1483 1366 14
1207 1078 17
65 823 -9
511 357 12
1397 1951 1
689 216 11
830 1906 14
1523 90 15
43 1910 -2
1810 408 1
831 683 13
369 450 0
2001 32 19
45 560 -8
560 652 -5
1377 1552 11
482 793 3
1605 1413 18
1164 1560 18
170 189 -1
238 929 11
890 1512 -8
887 1871 15
1858 798 -10
1622 393 6
1270 395 0
1307 546 7
114 386 2
69 1849 9
345 1857 -10
1863 1176 18
104 1679 -10
2033 1797 2
97 1914 5
69 1089 1
259 222 11
1043 945 3
2013 1406 3
507 1243 20
1498 1748 -2
931 65 17
467 1255 -10
836 1091 20
1933 1218 -10
1240 773 9
2031 1892 -2
912 1949 12
592 320 -7
1119 2021 17
46 1707 9
1210 1478 1
948 965 19
218 1513 15
1739 1726 -5
1833 761 17
951 395 5
1691 1035 8
362 1123 -3
1065 448 1
1295 1185 15
1953 320 -4
1923 989 -7
650 1310 1
178 337 14
979 963 3
1040 1007 3
378 2042 3
168 1460 -10
1403 932 -8
1145 274 -3
1439 1485 6
1557 1938 9
1541 1169 -6
191 1269 13
1144 143 -4
1664 1150 17
1784 739 9
231 1589 -2
501 2013 6
1129 50 -10
819 2027 17
937 1117 6
1108 1391 9
1803 1319 3
1132 382 5
601 1056 13
574 697 8
1389 888 12
230 190 -9
1557 2004 -1
1825 992 16
174 504 11
1394 1066 19
559 50 -10
463 991 16
401 1425 -2
1960 232 -8
2012 332 -4
343 1529 3
1350 735 4
1125 1873 19
1822 1998 -3
1059 97 19
1403 1548 10
1671 1725 17
238 632 -3
1363 1063 9
1954 1262 17
487 1168 -8
1709 987 17
1112 1637 16
1924 1886 13
1687 645 15
717 83 -7
723 1706 8
262 474 8
92 57 -7
1723 1092 -10
1199 1702 14
1338 1630 -3
1646 1018 -4
527 1688 15
1660 1815 -2
1704 1919 4
1902 1744 1
1782 887 16
1550 1523 5
222 456 -8
1448 1996 14
2014 840 5
341 470 16
1845 1880 19
1929 656 -3
611 489 8
1919 1709 0
1765 444 14
98 1311 -1
889 554 6
76 1955 2
75 1545 -6
1375 229 17
218 398 15
1456 588 5
889 1853 -2
705 777 -1
946 68 5
942 1808 -9
1022 727 3
1379 2034 19
137 355 19
627 729 13
2039 948 -1
1131 1559 -9
112 1893 6
1713 1535 17
1622 1836 14
1871 1034 15
1902 230 15
1086 1139 16
112 109 5
1035 1479 0
1069 413 8
1772 810 19
717 1559 6
416 1337 -4
1248 922 -5
1450 1740 -4
299 1559 -8
719 525 15
1399 1217 -9
987 1948 17
467 968 16
1302 1210 13
773 1158 9
1270 1706 16
1056 1095 -5
2027 208 -4
113 1514 -9
1630 55 19
1611 1302 -6
55 640 -9
91 437 5
899 1897 2
1660 243 15
1045 876 6
80 1269 8
57 1839 17
782 1786 6
715 688 -1
306 1974 18
1367 1141 -9
1569 2041 4
1289 1072 11
225 2 -7
915 1420 -5
101 1555 4
352 803 11
301 1307 19
157 723 14
1829 664 -2
260 992 -5
0 1783 8
633 1194 -1
401 1570 3
198 231 -7
1223 1532 15
1313 664 16
336 1779 12
587 1842 10
1824 1788 8
1627 1978 -4
581 398 20
401 1469 -6
714 1907 5
982 110 -6
1440 1939 -1
676 1106 -10
1224 1535 7
1931 1343 9
1064 223 11
924 1434 11
1495 799 -6
1618 1812 12
967 740 8
1754 96 -4
1554 1583 -8
1219 148 -10
1110 581 -7
386 1064 0
1507 675 10
1615 220 11
1962 692 11
571 1263 0
45 387 5
670 867 -10
222 272 4
1061 579 -1
438 806 15
1322 300 17
1762 954 14
539 1415 -5
474 1330 1
796 1838 14
1604 1335 3
1578 895 15
109 211 12
869 1536 16
1597 1291 -9
336 1314 -4
1264 1338 1
1312 1736 3
1278 724 -1
1913 927 12
759 601 -1
39 357 -7
1852 1957 -7
950 943 2
2009 2012 18
1011 2011 17
1785 420 -8
191 1054 12
1433 1130 -8
185 766 -6
1428 1510 3
427 916 8
1812 285 2
1729 1121 1
1298 1161 8
1773 424 -1
364 1342 17
8 385 16
1198 787 20
914 1830 2
1716 1604 -9
25 1069 9
1183 266 -6
1720 415 5
1500 15 15
1576 1080 -10
1321 724 14
1361 1585 -10
990 352 2
1392 1633 12
1255 1744 13
25 1944 11
553 156 -6
1997 1154 17
598 180 18
469 885 -3
1613 1217 5
1692 759 -2
1187 1833 -9
461 734 19
1768 1704 14
1490 1873 15
1977 1956 -5
1675 549 5
464 1660 0
1371 1083 12
1925 1158 13
1237 1004 18
1921 378 -2
1204 1708 -2
1676 375 7
1767 872 1
1992 1002 9
1227 78 13
944 511 16
2037 501 -5
944 861 0
1046 813 9
829 1637 -6
2016 986 8
172 1320 4
242 675 15
1850 716 3
822 93 18
262 1312 1
1597 1410 -1
749 1162 6
879 266 13
1415 150 -9
1590 1411 13
1455 459 16
870 1087 -5
1127 405 -1
1939 2030 -9
242 1894 -3
1045 1787 19
374 1626 16
227 906 6
1423 255 19
1429 488 13
907 276 -8
1574 1991 -5
1108 1885 3
84 1446 2
813 989 8
1194 297 -2
1485 269 7
663 600 18
1664 1271 13
296 1783 -5
1361 311 -2
1587 1652 4
1649 1866 11
1054 1572 -4
848 191 20
647 198 0
292 797 7
110 1405 -6
731 1439 -3
1725 454 5
1437 788 -4
56 1812 17
1652 1155 6
65 27 -6
1198 361 -8
1012 748 6
23 165 11
384 1134 -10
800 366 13
2002 1765 -4
135 1515 0
1253 116 -4
292 323 0
853 2025 -7
477 318 -10
16 1333 -9
763 2003 15
1837 87 -4
335 813 0
856 1186 0
1764 788 6
1365 1967 13
1085 193 20
387 598 1
1094 638 10
1901 1918 1
1153 1698 -7
964 1963 11
30 459 -4
1881 396 11
2038 618 17
1525 1792 -8
682 2033 -9
1562 836 -3
1865 1609 -3
1813 584 4
597 1629 2
1260 611 10
2047 729 -7
516 214 -7
2021 1136 1
1183 1764 -3
1479 835 -3
637 103 3
2019 830 20
1850 1578 -7
1793 1938 10
595 1392 -5
1355 1413 6
1997 879 11
141 342 1
751 1705 19
373 2027 15
1174 364 19
1240 1660 14
1801 2009 2
1346 1404 2
1879 329 13
548 1644 14
165 2019 7
1929 1123 10
2038 710 16
1048 1380 -10
1872 1553 6
1219 1766 -8
1365 426 3
1159 532 -1
668 671 5
1013 1191 7
115 1132 -3
1924 377 16
1241 1675 19
1246 24 1
1475 31 -6
1701 1278 -3
533 1691 1
865 1087 16
204 1443 14
1942 1744 -7
1877 1454 17
1076 1708 2
1538 1033 17
481 129 -5
1556 582 20
1737 438 16
1762 1094 15
2044 2016 14
2043 853 16
125 764 -1
1107 539 16
1939 1558 -10
1762 72 -1
1279 539 -5
828 1603 19
1303 1284 13
1287 81 -5
2 940 -6
1889 1502 -5
1670 1756 -3
397 1272 1
1061 1152 9
130 798 9
380 1022 18
1335 996 4
801 287 18
1462 815 3
122 789 17
869 998 13
821 1405 11
772 1387 0
885 1905 19
846 326 8
1486 254 5
1347 1982 18
1953 421 -3
1407 1361 6
891 684 14
50 1109 -9
639 1636 16
403 1314 0
271 439 -6
730 1166 0
1060 1944 -7
51 944 -10
535 1580 -9
1571 1308 18
1227 963 -10
1361 792 4
1150 1529 5
437 1913 -7
414 1946 11
1696 299 -9
381 545 12
785 1169 15
1216 1503 18
598 826 19
1993 59 3
751 1195 13
1181 383 -9
549 1313 -8
759 1072 -6
1241 154 1
1654 1516 -2
1654 1937 -9
1074 1588 0
1288 36 -10
38 443 -1
1511 418 0
32 261 7
126 434 16
1338 1920 2
1287 408 12
1553 1123 -6
868 1849 11
816 233 2
592 244 7
1129 1999 -1
421 1128 -5
270 25 -2
613 1981 -1
1615 391 16
1482 530 20
1574 838 2
141 784 -2
1686 1472 12
535 733 -4
1064 1685 -8
1902 741 17
1003 549 17
2023 1324 9
104 53 10
1549 804 8
576 400 13
324 1609 -6
112 698 -10
1285 999 -7
1399 1031 15
202 726 3
1480 443 -2
6 1296 -7
338 1785 -7
957 117 17
1285 1198 7
1937 270 -4
666 441 19
616 1205 7
1039 1026 3
1778 748 9
1422 570 20
695 1343 9
951 1149 9
637 922 14
1422 1548 0
279 1346 7
120 1240 2
524 638 4
519 919 7
909 1051 13
1675 408 4
951 1341 -7
1185 1942 7
789 328 12
1329 814 15
725 710 2
1190 725 -9
1853 399 0
1340 594 7
1843 1440 -5
949 1070 -4
1 361 2
1759 1692 -7
147 373 -6
1960 704 -3
488 180 2
695 867 -9
616 2014 -2
1474 1138 6
94 921 9
537 1754 17
975 111 12
797 1191 20
596 1210 17
669 1896 20
2000 5 0
1618 1858 0
1301 1183 8
234 838 13
469 847 20
1640 988 20
363 610 20
1731 1631 7
618 154 12
770 1348 -4
1778 409 12
81 611 17
54 1249 0
452 311 0
443 388 -4
1203 1325 -7
313 20 11
1285 1120 -5
1572 375 -2
1475 343 -9
71 1191 10
1979 1682 11
1782 1673 -6
810 1306 2
708 1630 7
674 836 0
447 1661 6
1190 874 11
672 1110 20
1710 589 -5
1394 1008 19
1945 849 12
149 599 8
179 1248 18
1852 1987 18
981 395 11
672 1369 15
594 713 10
424 971 18
934 98 10
701 1875 -8
1062 1000 19
501 695 -2
800 460 -4
486 1611 -9
1327 494 17
1975 320 7
683 1986 2
845 666 5
894 1623 17
684 1175 -1
203 1763 3
984 127 8
545 167 -9
736 523 4
1844 1864 7
477 231 -4
81 232 -4
1795 1017 20
1805 1961 12
286 1402 6
1498 611 -3
1289 2041 -1
131 1713 20
1798 1000 7
201 670 -3
259 582 0
401 1693 11
805 1141 16
92 149 -5
1596 621 -6
13 1819 11
2025 1986 15
294 59 0
1687 1336 -6
758 352 1
1951 2013 19
1665 1587 18
1064 2012 13
1788 650 17
424 139 13
1336 1994 16
272 98 18
593 57 13
1023 725 11
884 824 18
413 1874 -5
942 872 2
1258 2000 3
487 1047 2
1185 1702 13
167 1424 -2
255 1713 -6
567 35 16
1554 493 -7
1843 1023 7
346 528 4
1709 51 -7
2019 958 13
1653 1397 0
1564 122 10
1822 376 -10
1313 1120 12
720 1535 -4
295 1085 19
1817 756 0
848 1462 -8
299 1304 -6
1303 1647 -5
337 828 5
1543 112 10
1408 509 13
1155 319 12
1100 625 20
201 1646 4
171 592 12
1396 1408 3
1100 1147 10
806 1655 10
368 1776 -4
1317 1907 15
1661 1928 6
786 1307 9
1228 791 8
2045 1747 0
352 708 5
389 1765 20
384 436 17
457 1574 15
1654 345 9
1363 1989 -6
731 1290 0
574 1346 11
305 1449 8
76 956 2
1735 1161 3
429 797 9
1815 202 -4
663 1224 17
790 1259 3
520 729 14
1335 578 9
75 530 8
1550 1682 10
20 14 -4
1745 1028 8
1359 1110 1
1585 1569 -9
240 1626 -7
320 1705 10
882 913 14
1361 856 -6
1990 38 -3
298 498 11
1741 497 2
724 565 -5
1999 186 6
1258 1406 9
1113 2040 -9
323 583 -8
1675 1411 3
61 1479 -1
1739 1522 -1
793 84 7
577 675 -6
1324 354 -5
1463 1690 -5
714 1582 -2
181 1722 1
1592 631 14
741 1799 2
528 1234 -2
552 498 4
1484 126 -2
493 2012 6
1149 1218 -7
1173 1104 -10
1759 1595 1
1561 943 -5
317 163 13
809 1849 16
744 2043 -5
634 1721 20
43 1562 15
1539 1602 15
262 1551 -2
75 958 17
1559 226 9
1580 828 17
623 1929 11
1926 575 -10
1109 1073 16
473 383 1
25 309 -7
1477 478 -1
1928 1613 -7
1247 1142 18
1447 1242 19
1882 1809 15
432 617 -4
374 1387 20
1429 1202 -4
1713 1290 3
881 1220 18
1329 1172 13
679 1830 -7
1508 229 18
166 1284 -7
1597 349 4
654 1742 8
1695 531 -3
1062 719 -10
1241 1526 3
1500 679 1
1078 1029 -3
1748 171 8
1301 543 -10
298 662 -3
1028 1309 20
1516 279 15
1230 307 -2
902 1053 16
6 1745 -8
1164 490 9
489 1906 -9
1570 859 1
1975 800 -6
1152 491 -5
1230 659 14
314 1097 -7
813 825 9
594 1200 4
807 393 5
582 51 -9
1140 873 17
145 186 10
1754 1941 20
1888 884 18
809 69 11
1633 977 3
1347 1676 -8
1015 1909 10
1626 281 -6
1347 413 -10
694 1129 7
693 1255 -2
157 911 -10
549 134 8
1588 21 5
172 575 14
623 1187 7
1452 204 10
364 373 4
1480 626 0
1742 710 -10
1984 489 3
244 180 -9
1648 2034 15
1561 1360 16
601 550 -8
200 210 0
638 2023 8
807 1323 -4
1928 1147 16
258 365 -2
1377 434 -2
1701 701 10
1736 172 -7
1755 974 -2
912 1694 1
1204 1301 3
1413 417 4
1505 1846 7
305 1512 8
194 1625 3
1773 1540 -2
1402 105 9
1545 242 17
936 367 0
1782 1824 2
1688 124 -3
679 962 8
4 1258 8
1199 505 -5
1470 1755 17
715 1472 -5
217 1846 -7
1995 1703 20
1330 669 1
284 1712 10
1636 7 4
1386 503 1
899 1802 13
10 1005 1
1344 766 20
42 1347 20
574 1901 17
1024 487 -1
957 1949 12
1901 145 17
236 1558 4
718 1502 17
380 620 -7
492 747 -4
78 691 -8
1109 991 12
1358 876 11
1916 1277 1
475 976 14
115 1279 -8
1358 1467 14
1567 500 2
1914 1963 7
1584 471 14
1341 1161 20
1613 660 12
1916 60 15
42 1343 -1
1821 314 -6
643 1691 11
220 1668 -6
573 846 1
528 1755 -8
1549 85 12
953 277 -3
1143 145 -3
881 1738 10
1807 1664 18
531 481 -1
1850 1418 16
1587 673 -9
2010 98 16
1221 1863 -3
1202 619 -10
1146 1891 2
876 39 3
194 1115 17
889 1811 17
1911 1513 6
328 1919 20
147 1140 -8
1672 840 9
392 1165 2
1143 632 6
1552 1531 19
1633 822 16
1679 1560 15
478 1176 10
94 114 0
1914 1064 12
1682 489 4
450 1086 7
552 450 19
492 1412 -10
1684 359 15
152 58 19
1057 1737 9
1627 524 19
946 1704 10
785 937 5
1977 803 12
1064 1363 -5
1152 97 9
357 1046 20
1566 1079 -10
1237 381 20
1189 1808 -1
1502 1486 3
1909 901 10
183 314 -6
1717 1896 8
680 643 -7
1625 1070 -2
226 516 -3
77 1533 15
728 1572 4
916 1988 -1
593 663 10
1141 47 -10
697 1531 8
1564 1619 -2
1621 433 -5
49 1627 19
862 1543 -2
848 1455 6
1087 267 17
1384 832 17
1380 155 -9
883 1023 6
80 150 -5
2042 1199 16
1798 1079 -5
1640 393 6
992 1530 16
284 374 6
359 934 4
1199 1472 -9
717 1099 -7
1270 141 6
282 1112 -2
159 907 0
551 14 -5
1663 1410 5
1526 1793 13
997 214 16
1048 875 6
1430 1569 -5
1560 1649 6
1340 1374 9
1304 1714 6
869 1383 11
56 181 -4
622 1208 -4
1618 275 0
242 1961 20
304 1647 -5
650 1955 18
336 1433 15
1030 1024 4
201 1138 -6
1127 143 3
238 104 3
1602 1783 9
455 929 -6
1368 1901 7
892 55 18
638 631 15
311 777 6
1072 184 -1
565 15 5
1124 1777 -5
248 60 7
1144 963 -8
479 1349 18
1613 461 -9
392 496 -4
1519 1092 -4
195 1461 18
347 1299 -5
1808 215 9
1090 801 1
1487 576 -5
983 1112 19
1457 704 3
780 633 8
1289 391 15
460 746 7
271 1006 -2
528 245 4
1335 1768 20
996 1854 12
798 695 7
1460 81 7
715 440 -5
129 1944 20
1580 352 -7
1985 805 15
1044 195 12
799 1020 9
1583 568 12
1113 1528 9
674 1536 -2
1512 341 -9
1360 499 10
1848 1926 2
1529 1689 11
408 484 17
1975 1096 14
1327 1104 2
890 794 18
1939 1770 -10
663 1741 3
1501 356 -3
1933 1015 11
580 1944 16
637 1553 -1
430 622 6
1043 1603 -6
1976 310 -8
1237 251 -5
25 1791 13
10 1198 20
634 1170 18
188 1633 12
532 796 16
1153 192 14
1200 1195 -2
781 236 8
1243 1802 7
703 84 -6
374 670 -10
421 1322 9
226 599 6
1966 854 0
122 720 -1
505 1524 7
280 1580 20
141 1472 2
